pair_id,customer_tweet_id,customer_id,customer_text_raw,agent_tweet_id,agent_text_raw,agent_created_at,customer_text,agent_text,is_english,intent,label_source
p008296,147281,149068,"@AmazonHelp I did. It didn’t work. Amazon forgot what made it great, its customer service.  This is thrice in a year where Amazon profoundly disappointed. I lost my original Prime share benefits. I cannot own any Alexa device because it won’t link to my account &amp; This gift card issue.",147282,@149068 I am very sorry to hear this John. Please fill out your details on the link provided on the previous post and we will personally investigate this for you.^GA,Sat Nov 25 12:25:00 +0000 2017,"I did. It didn’t work. Amazon forgot what made it great, its customer service. This is thrice in a year where Amazon profoundly disappointed. I lost my original Prime share benefits. I cannot own any Alexa device because it won’t link to my account &amp; This gift card issue.",I am very sorry to hear this John. Please fill out your details on the link provided on the previous post and we will personally investigate this for you.^GA,true,other_unclear,heuristic_ruleset
p008297,147283,149068,@AmazonHelp I did fill out the link. None called.,147284,@149068 I can see our team got back to you 08:00am Pacific time via e-mail asking for more details. Did you see this message? ^KI,Sat Nov 25 12:33:00 +0000 2017,I did fill out the link. None called.,I can see our team got back to you 08:00am Pacific time via e-mail asking for more details. Did you see this message? ^KI,true,other_unclear,heuristic_ruleset
p008298,147285,149068,@AmazonHelp I did see their email. I gave up on trying.,147286,"@149068 We do want to help as much as possible. I can appreciate it is frustrating. If we have emailed you requesting more details, please respond at a time that suits you.^BZ",Sat Nov 25 12:43:29 +0000 2017,I did see their email. I gave up on trying.,"We do want to help as much as possible. I can appreciate it is frustrating. If we have emailed you requesting more details, please respond at a time that suits you.^BZ",true,other_unclear,heuristic_ruleset
p008301,147292,149460,@115850 DISPATCH MY MAGAZINES IVE ALWAYS BOUGHT STUFF FROM YALL I DONT EVEN LOOK AT FLIPKART IM LOYAL,147291,@149460 All the packages are shipped on time so that it reaches you by estimated delivery date. Could you confirm me if we happened to miss the mentioned time frame? ^GD,Fri Nov 24 14:31:53 +0000 2017,DISPATCH MY MAGAZINES IVE ALWAYS BOUGHT STUFF FROM YALL I DONT EVEN LOOK AT FLIPKART IM LOYAL,All the packages are shipped on time so that it reaches you by estimated delivery date. Could you confirm me if we happened to miss the mentioned time frame? ^GD,true,order_status_delivery,heuristic_ruleset
p008302,147294,149461,Hi @115850 why is there not a language filter or a profile setting for content language in @119625? Seems pretty elementary user need in India,147293,@149461 Thanks for your input. I'll be sure to pass your feedback to the concerned team internally for review. ^SG,Fri Nov 24 14:31:25 +0000 2017,Hi why is there not a language filter or a profile setting for content language in ? Seems pretty elementary user need in India,Thanks for your input. I'll be sure to pass your feedback to the concerned team internally for review. ^SG,true,other_unclear,heuristic_ruleset
p008303,147297,149462,@AmazonHelp I have sent an email regarding the issue,147295,"@149462 OK, thanks! ^AW",Fri Nov 24 14:31:25 +0000 2017,I have sent an email regarding the issue,"OK, thanks! ^AW",true,other_unclear,heuristic_ruleset
p008304,147299,149462,great. my package is delayed on @116316 because they didn't add my last name on the package.,147298,@149462 Please let us have a look into your order: https://t.co/5RHhEVutwe Regards ^UK,Fri Nov 24 14:19:56 +0000 2017,great. my package is delayed on because they didn't add my last name on the package.,Please let us have a look into your order: Regards ^UK,true,other_unclear,heuristic_ruleset
p008305,147301,147113,"@115851 @AmazonHelp @115850 #jeffbezos Can I expect little bit of honesty and motility from you on my complaint against Amazon India?? Amazon India haf cheated and then harassed but you have been mute on my emails. 
A BIG SHAME!!! DO YOU WANT YO EATN MONEY BY CHEATING INNOCENT INDIAN PEOPLE?",147300,@147113 Please share your details in the link provided above by ^MN and we'll reach out to you. ^KA,Fri Nov 24 14:31:00 +0000 2017,#jeffbezos Can I expect little bit of honesty and motility from you on my complaint against Amazon India?? Amazon India haf cheated and then harassed but you have been mute on my emails. A BIG SHAME!!! DO YOU WANT YO EATN MONEY BY CHEATING INNOCENT INDIAN PEOPLE?,Please share your details in the link provided above by ^MN and we'll reach out to you. ^KA,true,other_unclear,heuristic_ruleset
p008306,147305,149463,"@AmazonHelp hi thanks for the quik response it's about the FIFA 18 cod ww 2 ps4 pro 
bundle https://t.co/qbGBNpyYuY",147303,"@149463 Hi, sorry to hear that, prices are subject to change. The website will have the most up to date price listed. ^JJ",Fri Nov 24 14:30:02 +0000 2017,hi thanks for the quik response it's about the FIFA 18 cod ww 2 ps4 pro bundle,"Hi, sorry to hear that, prices are subject to change. The website will have the most up to date price listed. ^JJ",true,other_unclear,heuristic_ruleset
p008307,147307,149463,@115830 hi i have a question about the PS4 pro bundles when i added the item to my cart it was 299.99 and i went to checkout and it shows it as 338.99 did the price of the bundles change?,147306,"@149463 Hello, would you happen to have the link to the bundle you are looking into. We have a few different bundles on our site currently. ^CR",Fri Nov 24 14:22:00 +0000 2017,hi i have a question about the PS4 pro bundles when i added the item to my cart it was 299.99 and i went to checkout and it shows it as 338.99 did the price of the bundles change?,"Hello, would you happen to have the link to the bundle you are looking into. We have a few different bundles on our site currently. ^CR",true,product_inquiry,heuristic_ruleset
p008308,147309,149464,@115850 ur care cheater and fraudler mader____sala give reply very roughly ranjan and other maderjat my registered mobile no 9429887971,147308,@149464 Looks like you've had unpleasant experience with us. Could you please elaborate on your issue for us to help you? ^HS,Fri Nov 24 14:29:00 +0000 2017,ur care cheater and fraudler mader____sala give reply very roughly ranjan and other maderjat my registered mobile no 9429887971,Looks like you've had unpleasant experience with us. Could you please elaborate on your issue for us to help you? ^HS,true,other_unclear,heuristic_ruleset
p008309,147313,149465,@AmazonHelp I can’t purchase for advertised price $314. In cart it says $494.,147310,@149465 Hey. The price displayed during checkout is the price you'll be charged. It's likely that the product may no longer be available from the same seller. Can you please provide a link to the item in question? Happy to look into this further ^TP,Fri Nov 24 14:28:32 +0000 2017,I can’t purchase for advertised price $314. In cart it says $494.,Hey. The price displayed during checkout is the price you'll be charged. It's likely that the product may no longer be available from the same seller. Can you please provide a link to the item in question? Happy to look into this further ^TP,true,other_unclear,heuristic_ruleset
p008310,147316,149465,"Hey Amazon, it sure would be nice if you honored your advertised price @AmazonHelp. https://t.co/jcKprz2nKe",147315,@149465 Hi Justin. Can you expand on the issue you're having please? ^DC,Fri Nov 24 14:20:37 +0000 2017,"Hey Amazon, it sure would be nice if you honored your advertised price .",Hi Justin. Can you expand on the issue you're having please? ^DC,true,other_unclear,heuristic_ruleset
p008311,147318,149466,@115830 @AmazonHelp trying to order this PS4 deal but once I add it to my basket it goes up in price?🤔 https://t.co/keCPMRXrQC,147317,"@149466 Hi Jack, that deal looks to be over I'm afraid: https://t.co/L9qvdW6IKd ^TS",Fri Nov 24 14:27:00 +0000 2017,trying to order this PS4 deal but once I add it to my basket it goes up in price?🤔,"Hi Jack, that deal looks to be over I'm afraid: ^TS",true,other_unclear,heuristic_ruleset
p008312,147320,149467,@AmazonHelp why can’t I get it delivered tomorrow? Ordering today on PRIME so it should be here TOMORROW?? https://t.co/B6g5uNqYoj,147319,"@149467 We're sorry for the delay! During this busy time of year, some deliveries may take slightly longer than usual. You can learn more about extended delivery dates here: https://t.co/jDrQKiS8wo ^ZW",Fri Nov 24 14:25:25 +0000 2017,why can’t I get it delivered tomorrow? Ordering today on PRIME so it should be here TOMORROW??,"We're sorry for the delay! During this busy time of year, some deliveries may take slightly longer than usual. You can learn more about extended delivery dates here: ^ZW",true,order_status_delivery,heuristic_ruleset
p008313,147322,149468,y my @115830 package look like it been chewed pls https://t.co/I8SWKTAybq,147321,@149468 Apologies - I hope the contents are intact! Please get in touch : https://t.co/JzP7hlA23B we'd like to discuss available options and escalate directly with the carrier. ^TP,Fri Nov 24 14:25:25 +0000 2017,y my package look like it been chewed pls,Apologies - I hope the contents are intact! Please get in touch : we'd like to discuss available options and escalate directly with the carrier. ^TP,true,other_unclear,heuristic_ruleset
p008315,147326,149470,Hi @119625 how to overcome this https://t.co/1scBT3zZF3,147325,@149470 I'm sorry that you're unable to download videos. Please get in touch with us via https://t.co/pMc0gpAFSb and we'll check it out for you. ^AM,Fri Nov 24 14:24:35 +0000 2017,Hi how to overcome this,I'm sorry that you're unable to download videos. Please get in touch with us via and we'll check it out for you. ^AM,true,other_unclear,heuristic_ruleset
p008316,147328,149471,Dear @115821 I think it’s bad business to attempt a delivery at 5:40am as these aren’t business hours. Then saying it won’t be delivers until Tue 11/28?!? WTH,147327,"@149471 Hello, I am sorry to hear about the delivery attempt taking place at that time. Do reach out to us if the parcel is not with you by the date provided. ^CR",Fri Nov 24 14:24:00 +0000 2017,Dear I think it’s bad business to attempt a delivery at 5:40am as these aren’t business hours. Then saying it won’t be delivers until Tue 11/28?!? WTH,"Hello, I am sorry to hear about the delivery attempt taking place at that time. Do reach out to us if the parcel is not with you by the date provided. ^CR",true,order_status_delivery,heuristic_ruleset
p008317,147330,149472,@115850 Since when did your delivery system became so inefficient and careless as to deliver package to any third party without at least consulting through the phone??! @149473 has service gone to the dogs?!! #poordelivery #amazoncareless,147329,@149472 I'm sorry to that your order was not delivered to you. We'd like to help you. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll look into it for you. ^HS,Fri Nov 24 14:23:32 +0000 2017,Since when did your delivery system became so inefficient and careless as to deliver package to any third party without at least consulting through the phone??! has service gone to the dogs?!! #poordelivery #amazoncareless,I'm sorry to that your order was not delivered to you. We'd like to help you. Please report this to our support team here: and we'll look into it for you. ^HS,true,order_status_delivery,heuristic_ruleset
p008318,147332,149474,"@132994 @132995 @149087 Thanks @115850 for delivering it a day early. 😊
#superexicted",147331,@149474 You just reminded us of this person. :) We appreciate your kind words. ^KH https://t.co/0x3HU97Fq1,Fri Nov 24 14:23:06 +0000 2017,Thanks for delivering it a day early. 😊 #superexicted,You just reminded us of this person. :) We appreciate your kind words. ^KH,true,other_unclear,heuristic_ruleset
p008319,147336,148584,A entrega da @117086 tá mais rápida que Jon Snow saindo da Pedra do Dragão e indo encontrar os Caminhantes Brancos. Não deu nem 24h que eu fiz o pedido 😱 https://t.co/DOctJ1QNDQ,147334,"@148584 Kkkk! Nossa que legal, nem 24 horas! 💪🏅 Tão legal como ver a Arya utilizando uma espada! 🤺😍 E nós conte, pronta para começar a leitura desse novo livro?",Fri Nov 24 14:22:27 +0000 2017,A entrega da tá mais rápida que Jon Snow saindo da Pedra do Dragão e indo encontrar os Caminhantes Brancos. Não deu nem 24h que eu fiz o pedido 😱,"Kkkk! Nossa que legal, nem 24 horas! 💪🏅 Tão legal como ver a Arya utilizando uma espada! 🤺😍 E nós conte, pronta para começar a leitura desse novo livro?",true,other_unclear,heuristic_ruleset
p008321,147339,149475,"@115850 i got screen gaurd delivered today, it was sealed in good shipment however, to my amaze, inside it was broken glass. Is it failure of quality procedure or intended as customer won't have clue thereafter. Anyway I am returning it",147338,@149475 Your input will help us improve product and Amazon packaging. We always appreciate customer input on how we can improve our services. (2/2) ^KA,Fri Nov 24 14:21:29 +0000 2017,"i got screen gaurd delivered today, it was sealed in good shipment however, to my amaze, inside it was broken glass. Is it failure of quality procedure or intended as customer won't have clue thereafter. Anyway I am returning it",Your input will help us improve product and Amazon packaging. We always appreciate customer input on how we can improve our services. (2/2) ^KA,true,order_status_delivery,heuristic_ruleset
p008322,147342,149464,@115850 dear sir my registered mobile no 9429887971 price differ orderd book video attached https://t.co/fzoqaghFtb,147341,"@149464 Please don't provide your account details, we consider it to be personal. Our Twitter page is public.(2/2) ^GD",Fri Nov 24 14:20:37 +0000 2017,dear sir my registered mobile no 9429887971 price differ orderd book video attached,"Please don't provide your account details, we consider it to be personal. Our Twitter page is public.(2/2) ^GD",true,other_unclear,heuristic_ruleset
p008323,147345,149476,"So, after a week of waiting, my copy of Ultra Moon is supposed to be delivered today.  At this point I can almost guarantee that it won't show up until after 3pm.  This will be the last game I ever pre-order from .@115821",147344,"@149476 Hi, did we miss the date provided in your order confirmation email? Our carriers deliver until 9pm, please keep us updated. ^TS",Fri Nov 24 14:19:31 +0000 2017,"So, after a week of waiting, my copy of Ultra Moon is supposed to be delivered today. At this point I can almost guarantee that it won't show up until after 3pm. This will be the last game I ever pre-order from .","Hi, did we miss the date provided in your order confirmation email? Our carriers deliver until 9pm, please keep us updated. ^TS",true,order_status_delivery,heuristic_ruleset
p008324,147347,149464,@115850 dear sir my registered mobile no 9429887971 price differ orderd book screenshot https://t.co/B4H2i2JjRu,147346,"@149464 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^VH",Fri Nov 24 14:19:00 +0000 2017,dear sir my registered mobile no 9429887971 price differ orderd book screenshot,"Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^VH",true,other_unclear,heuristic_ruleset
p008325,147350,149477,"@115830 -very poor customer service, promised refund 2 weeks ago for a scam on my account and no joy",147349,"@149477 Hi Sue, sorry to hear this. Without revealing any account information, can you advise what has happened? ^JC.",Fri Nov 24 14:19:00 +0000 2017,"-very poor customer service, promised refund 2 weeks ago for a scam on my account and no joy","Hi Sue, sorry to hear this. Without revealing any account information, can you advise what has happened? ^JC.",true,refund_return,heuristic_ruleset
p008326,147352,149478,Great experience of shopping with @115850 ...impressed by the awsum delivery speed...!!!,147351,"@149478 You're welcome, Anshita. We'll make sure to deliver the packages with the same speed for future orders as well. ^MN",Fri Nov 24 14:18:31 +0000 2017,Great experience of shopping with ...impressed by the awsum delivery speed...!!!,"You're welcome, Anshita. We'll make sure to deliver the packages with the same speed for future orders as well. ^MN",true,order_status_delivery,heuristic_ruleset
p008327,147354,149479,"I got distracted by @115821 Black Friday deals 3 hours ago when I should have been writing my sermon. On the plus side, the Christmas shopping is now done!",147353,@149479 Black Friday deals can be soooo distracting! We feel you! 😝. Happy to hear you have some lovely goodies for Christmas! ^JC,Fri Nov 24 14:17:26 +0000 2017,"I got distracted by Black Friday deals 3 hours ago when I should have been writing my sermon. On the plus side, the Christmas shopping is now done!",Black Friday deals can be soooo distracting! We feel you! 😝. Happy to hear you have some lovely goodies for Christmas! ^JC,true,other_unclear,heuristic_ruleset
p008328,147357,149480,"@AmazonHelp dealing with your company has been frustrating and unhelpful, do you often lie to customers? #CustomerExperience",147355,"@149480 I'm sorry that you've had a negative experience with us. Without providing any specific account details, can you share with us what's going on? We'd like to help! Please let us know. ^SM",Fri Nov 24 14:17:00 +0000 2017,"dealing with your company has been frustrating and unhelpful, do you often lie to customers? #CustomerExperience","I'm sorry that you've had a negative experience with us. Without providing any specific account details, can you share with us what's going on? We'd like to help! Please let us know. ^SM",true,general_complaint,heuristic_ruleset
p008329,147356,149480,@AmazonHelp I have an email stating I would get answer to my issue within 1-2 business days...that was from last Sunday! Don't make promises you can't keep! #CustomerExperience,147358,@149480 Have you checked your spam/junk folders for e-mails from us? ^AP,Fri Nov 24 15:18:51 +0000 2017,I have an email stating I would get answer to my issue within 1-2 business days...that was from last Sunday! Don't make promises you can't keep! #CustomerExperience,Have you checked your spam/junk folders for e-mails from us? ^AP,true,other_unclear,heuristic_ruleset
p008330,147359,149480,"@AmazonHelp Of course, a little insulting! When I called back, I was told that the dept involved does not have a solution. It's simple math to calculate tax but apparently not for your tax dept #CustomerExperience",147360,@149480 Could you tell us more about what's going on with the taxes? We'd like to help. ^AP,Fri Nov 24 15:35:57 +0000 2017,"Of course, a little insulting! When I called back, I was told that the dept involved does not have a solution. It's simple math to calculate tax but apparently not for your tax dept #CustomerExperience",Could you tell us more about what's going on with the taxes? We'd like to help. ^AP,true,other_unclear,heuristic_ruleset
p008331,147361,149480,"@AmazonHelp I bought kindle x 2 at $139, then you dropped price to $99 so I should be refunded $40 x 2 plus tax since I paid $139 x 2 plus tax...simple! Shouldn't take 5 business days to calculate. #customerexperience",147362,@149480 We're unable to access account information via Twitter. Please contact us directly to look into this further for you here: https://t.co/Q7Ftz6nj80 ^JF,Fri Nov 24 15:46:00 +0000 2017,"I bought kindle x 2 at $139, then you dropped price to $99 so I should be refunded $40 x 2 plus tax since I paid $139 x 2 plus tax...simple! Shouldn't take 5 business days to calculate. #customerexperience",We're unable to access account information via Twitter. Please contact us directly to look into this further for you here: ^JF,true,other_unclear,heuristic_ruleset
p008332,147366,149481,"Dear @115821, I believe you now have all my money set aside for buying anything. Congrats. #fb",147364,@149481 Have you managed to pick up a lot of good deals? ^MI,Fri Nov 24 14:17:00 +0000 2017,"Dear , I believe you now have all my money set aside for buying anything. Congrats. #fb",Have you managed to pick up a lot of good deals? ^MI,true,other_unclear,heuristic_ruleset
p008333,147368,149482,@AmazonHelp great packaging on a child's Christmas present! Saving money on boxes Now?? https://t.co/QyD2TObLSQ,147367,"@149482 Hi Debbie, some items will ship without additional Amazon packaging, as mentioned on the Product Detail Page. You can select ""Ship in Amazon Box"" on the ""Delivery Options"" page at checkout. You can find more information here: https://t.co/LMlf2G8dSk ^PJ",Fri Nov 24 14:16:00 +0000 2017,great packaging on a child's Christmas present! Saving money on boxes Now??,"Hi Debbie, some items will ship without additional Amazon packaging, as mentioned on the Product Detail Page. You can select ""Ship in Amazon Box"" on the ""Delivery Options"" page at checkout. You can find more information here: ^PJ",true,other_unclear,heuristic_ruleset
p008334,147371,149483,"So, it’s Black Friday. Hey Amazon. Where’s my stuff?",147369,@149483 Is your order late? What was the original delivery date we gave?^SM,Fri Nov 24 14:16:00 +0000 2017,"So, it’s Black Friday. Hey Amazon. Where’s my stuff?",Is your order late? What was the original delivery date we gave?^SM,true,other_unclear,heuristic_ruleset
p008339,149085,149971,"hola @116928 , hoy he intentado comprar 3 artículos de su tienda, y al poner la tarjeta de crédito, me lo rechazado y me habéis bloqueado la cuenta, y me gustaría saber si hay alguna solución para eso, porque necesito una pronto, un saludo",149083,"@149971 Hola, Josep. Lamentamos este inconveniente. ¿Has recibido ya un email de los especialistas en cuentas explicándote lo sucedido o solicitándote información? ^ES",Fri Nov 24 15:13:00 +0000 2017,"hola , hoy he intentado comprar 3 artículos de su tienda, y al poner la tarjeta de crédito, me lo rechazado y me habéis bloqueado la cuenta, y me gustaría saber si hay alguna solución para eso, porque necesito una pronto, un saludo","Hola, Josep. Lamentamos este inconveniente. ¿Has recibido ya un email de los especialistas en cuentas explicándote lo sucedido o solicitándote información? ^ES",true,other_unclear,heuristic_ruleset
p008345,149097,149972,"@AmazonHelp

Can someone please tell me when this poxy collection will be happening. It's been sat outside my house waiting for stupid hermes to collect it so I can get my refund!!!!",149095,"@149972 Oh! I'm sorry that the carrier hasn't picked up your parcel yet, Kelly! Can you tell me when the return was initiated? ^FR",Fri Nov 24 15:13:00 +0000 2017,Can someone please tell me when this poxy collection will be happening. It's been sat outside my house waiting for stupid hermes to collect it so I can get my refund!!!!,"Oh! I'm sorry that the carrier hasn't picked up your parcel yet, Kelly! Can you tell me when the return was initiated? ^FR",true,refund_return,heuristic_ruleset
p008346,149096,149972,@AmazonHelp Day before yesterday and supposed to come today.,149098,"@149972 For additional details about Home Collections, please see here: https://t.co/LmRaDpNiXS ^CO",Fri Nov 24 16:56:14 +0000 2017,Day before yesterday and supposed to come today.,"For additional details about Home Collections, please see here: ^CO",true,other_unclear,heuristic_ruleset
p008347,149101,149973,Can't buy anything on amazon India my accounts keeps getting blocked. I'm sick of this. Can't do any shopping. Need help and I need an account for support. Very bored about it. @AmazonHelp @115851,149099,"@149973 I get your concern, Duarte. A correspondence from our account specialists team would be sent to your registered email address, kindly check and reply. ^MN",Fri Nov 24 15:13:00 +0000 2017,Can't buy anything on amazon India my accounts keeps getting blocked. I'm sick of this. Can't do any shopping. Need help and I need an account for support. Very bored about it.,"I get your concern, Duarte. A correspondence from our account specialists team would be sent to your registered email address, kindly check and reply. ^MN",true,other_unclear,heuristic_ruleset
p008348,149100,149973,@AmazonHelp To my Twitter registered email?,149102,@149973 Sorry for the confusion. The email will be sent to the email registered on Amazon. ^PJ,Fri Nov 24 16:06:00 +0000 2017,To my Twitter registered email?,Sorry for the confusion. The email will be sent to the email registered on Amazon. ^PJ,true,other_unclear,heuristic_ruleset
p008349,149103,149973,@AmazonHelp I haven't told you which one is the email. How could you possibly know?,149104,@149973 I'm sorry about your account. Reply to our account specialist team correspondence for further assistance. All reasons will be detailed in the email. ^MJ,Fri Nov 24 20:13:28 +0000 2017,I haven't told you which one is the email. How could you possibly know?,I'm sorry about your account. Reply to our account specialist team correspondence for further assistance. All reasons will be detailed in the email. ^MJ,true,other_unclear,heuristic_ruleset
p008350,149107,149974,Switched my Kindle account from boyfriend to me and now it won’t download games 💔 fuck technology,149105,@149974 We'd like to help! Did you change the account the Kindle was registered to? ^MT,Fri Nov 24 15:12:30 +0000 2017,Switched my Kindle account from boyfriend to me and now it won’t download games 💔 fuck technology,We'd like to help! Did you change the account the Kindle was registered to? ^MT,true,other_unclear,heuristic_ruleset
p008351,149108,149974,"@AmazonHelp Payment options are fine, I deleted the games that were associated with his account, I dont know why it won’t work",149109,@149974 Please get in touch with us here: https://t.co/hApLpMlfHN We'll be glad to help!^CN,Fri Nov 24 15:27:04 +0000 2017,"Payment options are fine, I deleted the games that were associated with his account, I dont know why it won’t work",Please get in touch with us here: We'll be glad to help!^CN,true,other_unclear,heuristic_ruleset
p008352,149111,149975,"@AmazonHelp Disculpa, ahora ya cuando avanzo sí que me lo aplica :-) Sabéis hasta cuándo dura la promo? Gracias!!! https://t.co/HBzSFA7VdA",149110,@149975 La promoción está disponible hasta el día 24 de noviembre 😊. Puedes ver más detalles en este enlace: https://t.co/hjVblEpenO. ^LG,Fri Nov 24 15:12:00 +0000 2017,"Disculpa, ahora ya cuando avanzo sí que me lo aplica :-) Sabéis hasta cuándo dura la promo? Gracias!!!",La promoción está disponible hasta el día 24 de noviembre 😊. Puedes ver más detalles en este enlace: ^LG,true,product_inquiry,heuristic_ruleset
p008354,149116,149975,"@116928 tengo una duda. Hay juegos que, como éste de la foto, pone 3x2. Escojo 3 juegos de esta promoción y al ir a pagar no me aplica 3x2 sino q me cobra los 3. Qué debo hacer? https://t.co/TEQdqb3FNY",149115,"@149975 Hola, ¿has revisado si cumples con las condiciones de la promoción? si no es así, puedes ingresar al siguiente enlace para mayor información: https://t.co/mDLo8qfHer ^KA",Fri Nov 24 14:48:00 +0000 2017,"tengo una duda. Hay juegos que, como éste de la foto, pone 3x2. Escojo 3 juegos de esta promoción y al ir a pagar no me aplica 3x2 sino q me cobra los 3. Qué debo hacer?","Hola, ¿has revisado si cumples con las condiciones de la promoción? si no es así, puedes ingresar al siguiente enlace para mayor información: ^KA",true,other_unclear,heuristic_ruleset
p008356,149122,149977,"@115830 I charged my kindle &amp; when I unplugged it the screen did this , can I it be fixed? Please help. https://t.co/Ol0sSekQjb",149120,@149977 I'm sorry that your screen is looking like that. Have you tried a hard restart? A video on how to do that can be found under 'Troubleshooting Your Kindle' here:https://t.co/gKZeSDnXMg ^JF,Fri Nov 24 15:10:57 +0000 2017,"I charged my kindle &amp; when I unplugged it the screen did this , can I it be fixed? Please help.",I'm sorry that your screen is looking like that. Have you tried a hard restart? A video on how to do that can be found under 'Troubleshooting Your Kindle' here: ^JF,true,other_unclear,heuristic_ruleset
p008357,149121,149977,@AmazonHelp Just tried that and it's still got a dodgy screen https://t.co/J0QzlAXLmT,149123,"@149977 We'd like to troubleshoot this further with you in real-time, please reach out to us by phone or chat here: https://t.co/qy3J24VGxb ^GR",Fri Nov 24 15:23:29 +0000 2017,Just tried that and it's still got a dodgy screen,"We'd like to troubleshoot this further with you in real-time, please reach out to us by phone or chat here: ^GR",true,other_unclear,heuristic_ruleset
p008359,149130,149979,@115850 still selling OnePlus 5 at the same price when 5t is out there. That's just meaningless. Who would be fool enough????,149128,"@149979 I get your concern regarding the price of the mobile phone. However, the price you saw was the lowest we were able to offer at the time of your purchase. ^PJ",Fri Nov 24 15:10:26 +0000 2017,still selling OnePlus 5 at the same price when 5t is out there. That's just meaningless. Who would be fool enough????,"I get your concern regarding the price of the mobile phone. However, the price you saw was the lowest we were able to offer at the time of your purchase. ^PJ",true,other_unclear,heuristic_ruleset
p008360,147302,147113,@115851 @AmazonHelp @115850 #jeffbezos it is really A BIG SHAME that you have been inert on my complaints against Amazon India...they can cheat and harass but you are not bothered. It shows either you are intentionally promoting cheating to earn money or you are careless.,149131,"@147113 Unless your details are provided here: https://t.co/GIJyeYqKE0 , we won't be able to assist you with issue you've been facing. ^PJ",Fri Nov 24 15:10:00 +0000 2017,#jeffbezos it is really A BIG SHAME that you have been inert on my complaints against Amazon India...they can cheat and harass but you are not bothered. It shows either you are intentionally promoting cheating to earn money or you are careless.,"Unless your details are provided here: , we won't be able to assist you with issue you've been facing. ^PJ",true,other_unclear,heuristic_ruleset
p008361,149135,149980,WHERE ARE MY FUSES AMAZON,149133,"@149980 Without revealing any personal or account information, could you please elaborate so that we cna begtter understand hte situaiton? Are we missing the delivery date givein in checkout/confirmation e-mail? ^RB",Fri Nov 24 15:10:00 +0000 2017,WHERE ARE MY FUSES AMAZON,"Without revealing any personal or account information, could you please elaborate so that we cna begtter understand hte situaiton? Are we missing the delivery date givein in checkout/confirmation e-mail? ^RB",true,other_unclear,heuristic_ruleset
p008362,149138,149981,@AmazonHelp I can't see upcoming lightning deals in the app or the Silk browser on my mom's Fire HD 8.,149136,@149981 I'm sorry about that!  Are you logged in to the account?  ^WB,Fri Nov 24 15:09:27 +0000 2017,I can't see upcoming lightning deals in the app or the Silk browser on my mom's Fire HD 8.,I'm sorry about that! Are you logged in to the account? ^WB,true,other_unclear,heuristic_ruleset
p008363,149137,149981,@AmazonHelp I was logged into my account on my phone(app and browser) and on my mom's laptop(IE 11 and Edge).  I also tried without logging in on my mom's laptop(both browsers).  I was logged into my mother's account on her Fire HD 8(app and browser).,149139,"@149981 Sorry for any inconvenience, that is quite strange! With Twitter, we have no access to account information. Please, reach out in real time via phone/chat to troubleshoot further here: https://t.co/hApLpMlfHN ^JE",Fri Nov 24 15:40:30 +0000 2017,I was logged into my account on my phone(app and browser) and on my mom's laptop(IE 11 and Edge). I also tried without logging in on my mom's laptop(both browsers). I was logged into my mother's account on her Fire HD 8(app and browser).,"Sorry for any inconvenience, that is quite strange! With Twitter, we have no access to account information. Please, reach out in real time via phone/chat to troubleshoot further here: ^JE",true,other_unclear,heuristic_ruleset
p008364,149141,149981,@AmazonHelp Upcoming deals are not showing up on IE 11 on my mom's laptop.,149140,@149981 Please try using another browser or device. Keep us posted on the outcome. ^CO,Fri Nov 24 14:52:40 +0000 2017,Upcoming deals are not showing up on IE 11 on my mom's laptop.,Please try using another browser or device. Keep us posted on the outcome. ^CO,true,other_unclear,heuristic_ruleset
p008369,149154,149983,Yo I might have some money to spend on Black Friday holy shit.. where the good deals at. What time does @115830 pop off ? 👀,149153,"@149983 Hey Simon, Amazon UK Black Friday deals have already begun! Here's a link: https://t.co/FIZXa1qTrL.^TI",Fri Nov 24 15:08:35 +0000 2017,Yo I might have some money to spend on Black Friday holy shit.. where the good deals at. What time does pop off ? 👀,"Hey Simon, Amazon UK Black Friday deals have already begun! Here's a link:",true,other_unclear,heuristic_ruleset
p008370,149156,149984,@AmazonHelp I ordered two fire sticks got free shipping but thought that mean they would be here Sunday. Can I changed the shipping to prime or try prime for free for 30 days and get it here for Sunday?,149155,"@149984 Yes, that would be possible if you cancel the order, then sign up for the free trial, and re-order the item. Presto!  You'll have prime benefits for your orders.

-RD",Fri Nov 24 15:08:29 +0000 2017,I ordered two fire sticks got free shipping but thought that mean they would be here Sunday. Can I changed the shipping to prime or try prime for free for 30 days and get it here for Sunday?,"Yes, that would be possible if you cancel the order, then sign up for the free trial, and re-order the item. Presto! You'll have prime benefits for your orders. -RD",true,order_status_delivery,heuristic_ruleset
